Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"Abercrombie, ND",Jun-14,$86K,,,1,,,,,,,,,40,,,91.60%,,
"Abercrombie, ND",Feb-16,$135K,,,1,,,,,,1,,,272,,,96.10%,,
"Abercrombie, ND",May-16,$76K,,,1,,,,,,1,,,107,,,103.00%,,
"Abercrombie, ND",Dec-16,$57K,,,1,,,1,,,1,,,235,,,87.30%,,
"Abercrombie, ND",Aug-17,$70K,,,1,,,,,,1,,,27,,,100.00%,,
"Abercrombie, ND",Nov-17,$52K,,,1,,,,,,,,,323,,,95.40%,,
"Abercrombie, ND",Jun-18,$250K,,,1,,,,,,,,,51,,,100.00%,,
"Abercrombie, ND",Mar-19,$302K,,,1,,,1,,,2,,,72,,,95.90%,,
"Abercrombie, ND",Apr-19,$50K,-83.40%,,1,0.00%,,3,200.00%,,3,50.00%,,39,-33,,111.10%,15.20%,
"Abercrombie, ND",May-19,$167K,234.90%,,2,100.00%,,1,-66.70%,,2,-33.30%,,33,-6,,103.90%,-7.20%,
"Abercrombie, ND",Aug-19,$169K,,,1,,,,,,2,,,50,,,100.00%,,
"Abercrombie, ND",Mar-20,$168K,,-44.40%,1,,0.00%,,,,1,,-50.00%,504,,432,98.80%,,2.90%
"Abercrombie, ND",Apr-20,$21K,-87.60%,-58.40%,1,0.00%,0.00%,,,,,,,125,-379,86,104.40%,5.60%,-6.70%
"Abercrombie, ND",Oct-20,$238K,,,1,,,,,,2,,,52,,,101.30%,,
"Abercrombie, ND",Dec-20,$183K,,,2,,,1,,,1,,,151,,,100.80%,,
"Abercrombie, ND",Jan-21,$125K,-31.70%,,1,-50.00%,,,,,,,,27,-124,,100.00%,-0.80%,
"Abercrombie, ND",Apr-21,$321K,,1442.00%,1,,0.00%,,,,,,,49,,-76,100.20%,,-4.30%
"Abercrombie, ND",Aug-21,$245K,,,1,,,,,,,,,52,,,98.00%,,
"Abercrombie, ND",Feb-22,$155K,,,1,,,,,,,,,66,,,100.00%,,
"Abercrombie, ND",May-22,$320K,,,1,,,,,,1,,,48,,,101.60%,,
"Abercrombie, ND",Aug-22,$200K,,-18.40%,1,,0.00%,1,,,1,,,149,,97,100.00%,,2.00%
"Abercrombie, ND",Sep-22,$226K,12.80%,,1,0.00%,,,,,,,,42,-107,,121.90%,21.90%,
"Adams County, ND",Nov-15,$32K,,,1,,,1,,,9,,,537,,,91.70%,,
"Adams County, ND",Feb-16,$309K,,,1,,,,,,8,,,478,,,,,
"Adams County, ND",Aug-17,$155K,,,1,,,2,,,6,,,350,,,,,
"Adams County, ND",Jul-18,$213K,,,1,,,,,,7,,,"1,207",,,96.80%,,
"Adams County, ND",Aug-18,$80K,-62.60%,-48.60%,1,0.00%,0.00%,,,,4,-42.90%,-33.30%,93,"-1,114",-257,96.00%,-0.80%,
"Adams County, ND",Oct-18,$23K,,,1,,,,,,2,,,140,,,90.40%,,
"Adams County, ND",Nov-18,$141K,523.30%,,2,100.00%,,,,,2,0.00%,,960,820,,81.10%,-9.30%,
"Adams County, ND",Jan-19,$75K,,,1,,,2,,,3,,,"2,632",,,79.80%,,
"Adams County, ND",Apr-19,$195K,,,1,,,1,,,4,,,"2,055",,,79.60%,,
"Adams County, ND",Jun-19,$160K,,,2,,,,,,2,,,704,,,97.50%,,
"Adams County, ND",Nov-19,$82K,,-41.80%,1,,-50.00%,,,,4,,100.00%,"2,567",,"1,607",86.40%,,5.30%
"Adams County, ND",Jun-20,$200K,,25.40%,1,,-50.00%,2,,,7,,250.00%,62,,-642,88.90%,,-8.60%
"Adams County, ND",Jul-20,$130K,-35.00%,,1,0.00%,,,,,6,-14.30%,,106,44,,93.50%,4.60%,
"Adams County, ND",Sep-20,$43K,,,1,,,,,,7,,,"1,409",,,106.30%,,
"Adams County, ND",Dec-20,$119K,,,3,,,2,,,9,,,210,,,96.80%,,
"Adams County, ND",Mar-21,$285K,,,1,,,1,,,9,,,166,,,,,
"Adams County, ND",Apr-21,$105K,-63.30%,,2,100.00%,,1,0.00%,,9,0.00%,,996,830,,95.00%,,
"Adams County, ND",Jun-21,$218K,,9.00%,1,,0.00%,1,,-50.00%,9,,28.60%,48,,-14,96.90%,,8.00%
"Adams County, ND",Jul-21,$130K,-40.40%,-0.10%,1,0.00%,0.00%,,,,9,0.00%,50.00%,"3,531","3,483","3,425",185.60%,88.60%,92.00%
"Adams County, ND",Oct-21,$170K,,,1,,,,,,8,,,300,,,100.70%,,
"Adams County, ND",Nov-21,$110K,-35.30%,,1,0.00%,,3,,,10,25.00%,,184,-116,,96.60%,-4.10%,
"Adams County, ND",Dec-21,$140K,27.30%,17.60%,1,0.00%,-66.70%,1,-66.70%,-50.00%,9,-10.00%,0.00%,86,-98,-124,96.60%,0.00%,-0.20%
"Adams County, ND",May-22,$61K,,,1,,,2,,,8,,,259,,,87.30%,,
"Adams County, ND",Jun-22,$275K,350.80%,26.10%,1,0.00%,0.00%,,,,7,-12.50%,-22.20%,"3,594","3,335","3,546",,,
"Adams County, ND",Aug-22,$140K,,,2,,,1,,,7,,,"1,695",,,104.60%,,
"Adams County, ND",Feb-23,$130K,,,1,,,1,,,9,,,60,,,93.50%,,
"Adams County, ND",Mar-23,$83K,-36.50%,,3,200.00%,,1,0.00%,,9,0.00%,,207,147,,123.00%,29.50%,
"Adams County, ND",Jul-23,$145K,,,3,,,1,,,10,,,803,,,101.00%,,
"Adams County, ND",Aug-23,$30K,-79.70%,-78.90%,1,-66.70%,-50.00%,2,100.00%,100.00%,11,10.00%,57.10%,61,-742,"-1,634",,,
"Adams County, ND",Sep-23,$341K,1055.90%,,1,0.00%,,,,,4,-63.60%,,"2,589","2,528",,93.40%,,
"Adams County, ND",Oct-23,$165K,-51.60%,,1,0.00%,,2,,,5,25.00%,,"3,982","1,393",,92.70%,-0.70%,
"Adams County, ND",Nov-23,$140K,-15.20%,,2,100.00%,,1,-50.00%,,5,0.00%,,"1,120","-2,862",,,,
"Adams County, ND",Jan-24,$64K,,,1,,,,,,3,,,"3,391",,,91.40%,,
"Adams County, ND",Mar-24,$101K,,21.80%,1,,-66.70%,1,,0.00%,6,,-33.30%,4,,-203,101.00%,,-22.00%
"Adams County, ND",Apr-24,$105K,4.50%,,1,0.00%,,1,0.00%,,6,0.00%,,8,4,,95.50%,-5.60%,
"Adams County, ND",May-24,$320K,204.70%,,1,0.00%,,,,,5,-16.70%,,54,46,,100.00%,4.50%,
"Alamo, ND",Oct-19,$49K,,,1,,,,,,,,,143,,,81.70%,,
"Alamo, ND",Jun-20,$50K,,,1,,,,,,,,,31,,,,,
"Alamo, ND",Jun-24,$250K,,,1,,,,,,,,,62,,,,,
"Almont, ND",Jul-14,$95K,,,1,,,,,,,,,97,,,,,
"Almont, ND",Nov-14,$175K,,,1,,,,,,,,,97,,,100.00%,,
"Almont, ND",Nov-15,$35K,,-80.00%,1,,0.00%,,,,,,,105,,8,70.00%,,-30.00%
"Almont, ND",Sep-16,$185K,,,1,,,,,,,,,115,,,96.40%,,
"Almont, ND",Jun-17,$25K,,,1,,,,,,1,,,35,,,100.00%,,
"Almont, ND",Sep-17,$29K,,-84.60%,1,,0.00%,,,,,,,141,,26,,,
"Anamoose, ND",May-16,$100K,,,1,,,,,,,,,210,,,,,
"Anamoose, ND",Dec-18,$40K,,,1,,,,,,,,,164,,,,,
"Anamoose, ND",Mar-19,$15K,,,1,,,,,,,,,75,,,,,
"Anamoose, ND",May-21,$78K,,,1,,,,,,1,,,42,,,91.90%,,
"Anamoose, ND",Jun-21,$65K,-16.70%,,1,0.00%,,,,,,,,67,25,,89.70%,-2.20%,
"Anamoose, ND",Sep-21,$175K,,,1,,,,,,,,,42,,,,,
"Anamoose, ND",Mar-22,$50K,,,1,,,1,,,1,,,62,,,,,
"Anamoose, ND",May-22,$10K,,-87.20%,1,,0.00%,1,,,1,,0.00%,61,,19,,,
"Anamoose, ND",Sep-22,$85K,,-51.50%,1,,0.00%,,,,,,,136,,94,,,
"Anamoose, ND",Feb-23,$60K,,,1,,,,,,,,,62,,,,,
"Anamoose, ND",Nov-23,$72K,,,1,,,1,,,2,,,56,,,100.00%,,
"Anamoose, ND",Dec-23,$89K,23.60%,,1,0.00%,,,,,1,-50.00%,,199,143,,,,
"Anamoose, ND",May-24,$120K,,,1,,,,,,,,,91,,,,,
"Apple Valley, ND",Jun-15,$249K,,,1,,,,,,,,,168,,,,,
"Apple Valley, ND",Sep-15,$195K,,,1,,,,,,1,,,46,,,97.50%,,
"Apple Valley, ND",Dec-15,$192K,,,1,,,,,,,,,131,,,96.00%,,
"Apple Valley, ND",Jan-19,$235K,,,1,,,1,,,1,,,94,,,100.00%,,
"Apple Valley, ND",Mar-19,$145K,,,1,,,,,,,,,35,,,100.10%,,
"Apple Valley, ND",Jul-19,$215K,,,1,,,,,,1,,,86,,,94.10%,,
"Apple Valley, ND",Sep-19,$210K,,,1,,,,,,,,,98,,,100.00%,,
"Apple Valley, ND",Jan-20,$209K,,-11.10%,1,,0.00%,,,,,,,59,,-35,99.50%,,-0.50%
"Apple Valley, ND",Oct-20,$220K,,,1,,,,,,,,,66,,,100.00%,,
"Apple Valley, ND",Feb-21,$230K,,,1,,,,,,,,,83,,,,,
"Apple Valley, ND",Sep-22,$257K,,,1,,,,,,1,,,42,,,100.80%,,
"Apple Valley, ND",Oct-22,$237K,-7.80%,,1,0.00%,,,,,,,,68,26,,96.80%,-4.00%,
"Apple Valley, ND",Oct-23,$264K,,11.40%,1,,0.00%,,,,,,,48,,-20,101.60%,,4.80%
"Apple Valley, ND",Dec-23,$188K,,,1,,,1,,,1,,,38,,,94.20%,,
"Apple Valley, ND",Mar-24,$310K,,,1,,,,,,,,,64,,,,,
"Barnes County, ND",Mar-13,$175K,,,1,,,,,,,,,35,,,100.00%,,
"Barnes County, ND",Nov-13,$25K,,,1,,,3,,,6,,,50,,,83.60%,,
"Barnes County, ND",Dec-13,$110K,340.00%,,2,100.00%,,,,,4,-33.30%,,30,-20,,98.10%,14.50%,
"Barnes County, ND",Jan-14,$116K,5.10%,,4,100.00%,,4,,,7,75.00%,,27,-3,,92.60%,-5.60%,
"Barnes County, ND",Apr-14,$213K,,,1,,,11,,,24,,,85,,,91.80%,,
"Barnes County, ND",May-14,$106K,-50.30%,,2,100.00%,,8,-27.30%,,30,25.00%,,55,-30,,95.80%,3.90%,
"Barnes County, ND",Jun-14,$115K,8.50%,,7,250.00%,,7,-12.50%,,29,-3.30%,,66,11,,106.80%,11.10%,
"Barnes County, ND",Jul-14,$90K,-21.70%,,6,-14.30%,,3,-57.10%,,26,-10.30%,,113,47,,93.20%,-13.60%,
"Barnes County, ND",Aug-14,$173K,91.70%,,6,0.00%,,7,133.30%,,25,-3.80%,,66,-47,,94.20%,0.90%,
"Barnes County, ND",Sep-14,$136K,-21.20%,,5,-16.70%,,6,-14.30%,,26,4.00%,,163,97,,94.50%,0.30%,
"Barnes County, ND",Oct-14,$79K,-42.30%,,6,20.00%,,5,-16.70%,,22,-15.40%,,100,-63,,90.60%,-3.90%,
"Barnes County, ND",Nov-14,$275K,250.30%,1000.00%,5,-16.70%,400.00%,5,0.00%,66.70%,22,0.00%,266.70%,105,5,55,95.90%,5.30%,12.30%
"Barnes County, ND",Jan-15,$194K,,67.50%,6,,50.00%,7,,75.00%,30,,328.60%,123,,96,99.50%,,6.90%
"Barnes County, ND",Feb-15,$122K,-36.80%,,6,0.00%,,6,-14.30%,,30,0.00%,,57,-66,,95.70%,-3.80%,
"Barnes County, ND",Mar-15,$137K,11.50%,,8,33.30%,,9,50.00%,,31,3.30%,,160,103,,95.60%,-0.10%,
"Barnes County, ND",Apr-15,$178K,30.60%,-16.30%,10,25.00%,900.00%,5,-44.40%,-54.50%,26,-16.10%,8.30%,100,-60,15,97.80%,2.20%,6.00%
"Barnes County, ND",May-15,$92K,-48.20%,-12.90%,6,-40.00%,200.00%,11,120.00%,37.50%,31,19.20%,3.30%,109,9,54,96.60%,-1.20%,0.90%
"Barnes County, ND",Jun-15,$151K,63.40%,31.00%,16,166.70%,128.60%,13,18.20%,85.70%,29,-6.50%,0.00%,78,-31,12,95.10%,-1.60%,-11.80%
"Barnes County, ND",Jul-15,$45K,-70.10%,-50.00%,1,-93.80%,-83.30%,9,-30.80%,200.00%,37,27.60%,42.30%,64,-14,-49,100.00%,4.90%,6.80%
"Barnes County, ND",Aug-15,$135K,199.80%,-21.80%,9,800.00%,50.00%,9,0.00%,28.60%,37,0.00%,48.00%,91,27,25,97.10%,-2.90%,3.00%
"Barnes County, ND",Sep-15,$142K,5.30%,4.40%,13,44.40%,160.00%,8,-11.10%,33.30%,31,-16.20%,19.20%,70,-21,-93,93.30%,-3.80%,-1.20%
"Barnes County, ND",Oct-15,$137K,-3.50%,74.50%,9,-30.80%,50.00%,6,-25.00%,20.00%,28,-9.70%,27.30%,85,15,-15,96.20%,2.80%,5.50%
"Barnes County, ND",Nov-15,$146K,6.50%,-46.90%,7,-22.20%,40.00%,4,-33.30%,-20.00%,24,-14.30%,9.10%,99,14,-6,94.90%,-1.30%,-1.10%
"Barnes County, ND",Dec-15,$79K,-46.20%,,4,-42.90%,,4,0.00%,,24,0.00%,,134,35,,94.10%,-0.70%,
"Barnes County, ND",Jan-16,$27K,-65.60%,-86.10%,1,-75.00%,-83.30%,2,-50.00%,-71.40%,23,-4.20%,-23.30%,135,1,12,,,
"Barnes County, ND",Feb-16,$270K,898.10%,120.10%,5,400.00%,-16.70%,7,250.00%,16.70%,25,8.70%,-16.70%,77,-58,20,96.10%,,0.40%
"Barnes County, ND",Mar-16,$107K,-60.50%,-22.00%,6,20.00%,-25.00%,4,-42.90%,-55.60%,20,-20.00%,-35.50%,49,-28,-111,98.20%,2.10%,2.60%
"Barnes County, ND",Apr-16,$130K,22.00%,-27.10%,4,-33.30%,-60.00%,13,225.00%,160.00%,29,45.00%,11.50%,163,114,63,98.60%,0.40%,0.80%
"Barnes County, ND",May-16,$125K,-3.80%,35.40%,3,-25.00%,-50.00%,12,-7.70%,9.10%,38,31.00%,22.60%,60,-103,-49,92.40%,-6.20%,-4.20%
"Barnes County, ND",Jun-16,$152K,21.70%,0.80%,8,166.70%,-50.00%,7,-41.70%,-46.20%,37,-2.60%,27.60%,113,53,35,97.20%,4.80%,2.20%
"Barnes County, ND",Jul-16,$165K,8.30%,265.60%,10,25.00%,900.00%,13,85.70%,44.40%,43,16.20%,16.20%,110,-3,46,93.90%,-3.30%,-6.10%
"Barnes County, ND",Aug-16,$148K,-10.00%,9.70%,11,10.00%,22.20%,8,-38.50%,-11.10%,40,-7.00%,8.10%,85,-25,-6,94.10%,0.20%,-3.10%
"Barnes County, ND",Sep-16,$124K,-15.90%,-12.40%,10,-9.10%,-23.10%,9,12.50%,12.50%,38,-5.00%,22.60%,80,-5,10,104.50%,10.50%,11.20%
"Barnes County, ND",Oct-16,$96K,-22.90%,-29.90%,3,-70.00%,-66.70%,8,-11.10%,33.30%,41,7.90%,46.40%,93,13,8,94.20%,-10.40%,-2.00%
"Barnes County, ND",Nov-16,$103K,6.80%,-29.80%,8,166.70%,14.30%,5,-37.50%,25.00%,38,-7.30%,58.30%,153,60,54,92.40%,-1.80%,-2.50%
"Barnes County, ND",Dec-16,$115K,12.20%,46.50%,9,12.50%,125.00%,1,-80.00%,-75.00%,27,-28.90%,12.50%,140,-13,6,91.10%,-1.30%,-3.10%
"Barnes County, ND",Jan-17,$88K,-23.90%,224.10%,8,-11.10%,700.00%,5,400.00%,150.00%,24,-11.10%,4.30%,146,6,11,91.00%,-0.10%,
"Barnes County, ND",Feb-17,$90K,2.40%,-66.80%,3,-62.50%,-40.00%,13,160.00%,85.70%,34,41.70%,36.00%,134,-12,57,90.10%,-0.90%,-6.00%
"Barnes County, ND",Mar-17,$145K,61.80%,36.20%,2,-33.30%,-66.70%,15,15.40%,275.00%,46,35.30%,130.00%,111,-23,62,95.70%,5.60%,-2.60%
"Barnes County, ND",Apr-17,$117K,-19.00%,-9.60%,6,200.00%,50.00%,9,-40.00%,-30.80%,49,6.50%,69.00%,81,-30,-82,92.10%,-3.50%,-6.50%
"Barnes County, ND",May-17,$160K,36.20%,28.00%,13,116.70%,333.30%,12,33.30%,0.00%,47,-4.10%,23.70%,82,1,22,98.10%,6.00%,5.70%
"Barnes County, ND",Jun-17,$122K,-23.90%,-19.90%,12,-7.70%,50.00%,16,33.30%,128.60%,50,6.40%,35.10%,77,-5,-36,94.40%,-3.70%,-2.80%
"Barnes County, ND",Jul-17,$151K,23.60%,-8.50%,10,-16.70%,0.00%,12,-25.00%,-7.70%,51,2.00%,18.60%,102,25,-8,98.80%,4.40%,4.90%
"Barnes County, ND",Aug-17,$171K,13.60%,15.50%,10,0.00%,-9.10%,9,-25.00%,12.50%,49,-3.90%,22.50%,132,30,47,100.00%,1.30%,6.00%
"Barnes County, ND",Sep-17,$119K,-30.40%,-4.40%,18,80.00%,80.00%,7,-22.20%,-22.20%,37,-24.50%,-2.60%,127,-5,47,85.10%,-15.00%,-19.50%
"Barnes County, ND",Oct-17,$180K,50.80%,87.00%,7,-61.10%,133.30%,6,-14.30%,-25.00%,34,-8.10%,-17.10%,88,-39,-5,97.60%,12.60%,3.50%
"Barnes County, ND",Nov-17,$160K,-10.90%,56.00%,5,-28.60%,-37.50%,13,116.70%,160.00%,41,20.60%,7.90%,105,17,-48,100.00%,2.40%,7.60%
"Barnes County, ND",Dec-17,$144K,-10.00%,25.20%,10,100.00%,11.10%,9,-30.80%,800.00%,39,-4.90%,44.40%,66,-39,-74,97.30%,-2.70%,6.20%
"Barnes County, ND",Jan-18,$118K,-18.00%,34.90%,9,-10.00%,12.50%,8,-11.10%,60.00%,35,-10.30%,45.80%,71,5,-75,87.30%,-10.00%,-3.70%
"Barnes County, ND",Feb-18,$65K,-44.90%,-27.50%,3,-66.70%,0.00%,9,12.50%,-30.80%,40,14.30%,17.60%,62,-9,-72,98.40%,11.10%,8.30%
"Barnes County, ND",Mar-18,$184K,183.80%,27.20%,12,300.00%,500.00%,9,0.00%,-40.00%,36,-10.00%,-21.70%,113,51,2,98.10%,-0.30%,2.40%
"Barnes County, ND",Apr-18,$137K,-25.50%,17.00%,6,-50.00%,0.00%,9,0.00%,0.00%,37,2.80%,-24.50%,92,-21,11,,,
"Barnes County, ND",May-18,$98K,-28.70%,-38.70%,9,50.00%,-30.80%,14,55.60%,16.70%,42,13.50%,-10.60%,125,33,43,94.80%,,-3.40%
"Barnes County, ND",Jun-18,$150K,53.00%,23.10%,15,66.70%,25.00%,11,-21.40%,-31.30%,40,-4.80%,-20.00%,130,5,53,95.10%,0.40%,0.70%
"Barnes County, ND",Jul-18,$148K,-1.20%,-1.60%,13,-13.30%,30.00%,11,0.00%,-8.30%,39,-2.50%,-23.50%,73,-57,-29,95.80%,0.60%,-3.00%
"Barnes County, ND",Aug-18,$182K,22.90%,6.40%,10,-23.10%,0.00%,11,0.00%,22.20%,39,0.00%,-20.40%,59,-14,-73,95.60%,-0.20%,-4.40%
"Barnes County, ND",Sep-18,$127K,-30.20%,6.70%,10,0.00%,-44.40%,9,-18.20%,28.60%,33,-15.40%,-10.80%,60,1,-67,94.40%,-1.20%,9.30%
"Barnes County, ND",Oct-18,$100K,-21.20%,-44.20%,6,-40.00%,-14.30%,9,0.00%,50.00%,35,6.10%,2.90%,109,49,21,91.10%,-3.30%,-6.50%
"Barnes County, ND",Nov-18,$125K,24.80%,-21.90%,5,-16.70%,0.00%,10,11.10%,-23.10%,39,11.40%,-4.90%,70,-39,-35,95.60%,4.50%,-4.40%
"Barnes County, ND",Dec-18,$103K,-17.50%,-28.40%,12,140.00%,20.00%,3,-70.00%,-66.70%,30,-23.10%,-23.10%,134,64,68,91.80%,-3.80%,-5.40%
"Barnes County, ND",Jan-19,$179K,73.70%,51.70%,4,-66.70%,-55.60%,2,-33.30%,-75.00%,26,-13.30%,-25.70%,105,-29,34,95.30%,3.50%,8.00%
"Barnes County, ND",Feb-19,$104K,-42.20%,59.20%,4,0.00%,33.30%,2,0.00%,-77.80%,23,-11.50%,-42.50%,143,38,81,91.00%,-4.30%,-7.40%
"Barnes County, ND",Mar-19,$162K,56.00%,-12.40%,8,100.00%,-33.30%,8,300.00%,-11.10%,23,0.00%,-36.10%,161,18,48,96.10%,5.10%,-1.90%
"Barnes County, ND",Apr-19,$110K,-32.20%,-20.30%,2,-75.00%,-66.70%,15,87.50%,66.70%,36,56.50%,-2.70%,151,-10,59,92.00%,-4.10%,
"Barnes County, ND",May-19,$140K,27.90%,42.90%,7,250.00%,-22.20%,13,-13.30%,-7.10%,41,13.90%,-2.40%,53,-98,-72,92.60%,0.60%,-2.10%
"Barnes County, ND",Jun-19,$212K,51.40%,41.40%,15,114.30%,0.00%,12,-7.70%,9.10%,38,-7.30%,-5.00%,72,19,-58,95.20%,2.50%,0.00%
"Barnes County, ND",Jul-19,$70K,-67.00%,-52.80%,7,-53.30%,-46.20%,11,-8.30%,0.00%,41,7.90%,5.10%,58,-14,-15,88.00%,-7.20%,-7.80%
"Barnes County, ND",Aug-19,$132K,88.40%,-27.60%,12,71.40%,20.00%,20,81.80%,81.80%,49,19.50%,25.60%,91,33,32,96.90%,8.90%,1.30%
"Barnes County, ND",Sep-19,$150K,13.80%,18.00%,13,8.30%,30.00%,8,-60.00%,-11.10%,44,-10.20%,33.30%,64,-27,4,107.60%,10.70%,13.20%
"Barnes County, ND",Oct-19,$96K,-36.00%,-4.10%,10,-23.10%,66.70%,10,25.00%,11.10%,42,-4.50%,20.00%,66,2,-43,95.00%,-12.50%,3.90%
"Barnes County, ND",Nov-19,$150K,56.30%,20.10%,9,-10.00%,80.00%,10,0.00%,0.00%,43,2.40%,10.30%,90,24,20,94.60%,-0.40%,-1.00%
"Barnes County, ND",Dec-19,$172K,14.70%,66.90%,5,-44.40%,-58.30%,6,-40.00%,100.00%,44,2.30%,46.70%,73,-17,-61,96.10%,1.50%,4.30%
"Barnes County, ND",Jan-20,$123K,-28.20%,-31.00%,8,60.00%,100.00%,3,-50.00%,50.00%,38,-13.60%,46.20%,97,24,-8,92.30%,-3.80%,-3.00%
"Barnes County, ND",Feb-20,$172K,39.70%,66.60%,4,-50.00%,0.00%,5,66.70%,150.00%,39,2.60%,69.60%,97,0,-46,95.50%,3.20%,4.50%
"Barnes County, ND",Mar-20,$130K,-24.60%,-19.50%,1,-75.00%,-87.50%,8,60.00%,0.00%,43,10.30%,87.00%,149,52,-12,96.30%,0.80%,0.10%
"Barnes County, ND",Apr-20,$130K,-0.10%,18.60%,8,700.00%,300.00%,6,-25.00%,-60.00%,41,-4.70%,13.90%,105,-44,-46,96.10%,-0.20%,4.10%
"Barnes County, ND",May-20,$150K,15.50%,7.10%,10,25.00%,42.90%,19,216.70%,46.20%,48,17.10%,17.10%,71,-34,18,97.10%,1.00%,4.50%
"Barnes County, ND",Jun-20,$134K,-11.00%,-37.00%,11,10.00%,-26.70%,14,-26.30%,16.70%,50,4.20%,31.60%,89,18,17,96.80%,-0.30%,1.60%
"Barnes County, ND",Jul-20,$130K,-2.60%,86.00%,11,0.00%,57.10%,7,-50.00%,-36.40%,44,-12.00%,7.30%,70,-19,12,94.70%,-2.10%,6.80%
"Barnes County, ND",Aug-20,$183K,40.80%,39.00%,15,36.40%,25.00%,10,42.90%,-50.00%,42,-4.50%,-14.30%,88,18,-3,97.20%,2.40%,0.30%
"Barnes County, ND",Sep-20,$204K,11.40%,36.10%,12,-20.00%,-7.70%,7,-30.00%,-12.50%,37,-11.90%,-15.90%,140,52,76,95.40%,-1.80%,-12.20%
"Barnes County, ND",Oct-20,$182K,-10.50%,90.10%,10,-16.70%,0.00%,10,42.90%,0.00%,36,-2.70%,-14.30%,111,-29,45,92.40%,-3.00%,-2.60%
"Barnes County, ND",Nov-20,$218K,19.20%,45.00%,5,-50.00%,-44.40%,7,-30.00%,-30.00%,38,5.60%,-11.60%,50,-61,-40,93.80%,1.40%,-0.80%
"Barnes County, ND",Dec-20,$111K,-48.80%,-35.30%,11,120.00%,120.00%,4,-42.90%,-33.30%,31,-18.40%,-29.50%,115,65,42,95.60%,1.70%,-0.60%
"Barnes County, ND",Jan-21,$82K,-26.40%,-33.60%,7,-36.40%,-12.50%,7,75.00%,133.30%,32,3.20%,-15.80%,137,22,40,89.50%,-6.10%,-2.80%
"Barnes County, ND",Feb-21,$174K,112.20%,0.90%,7,0.00%,75.00%,10,42.90%,100.00%,35,9.40%,-10.30%,128,-9,31,95.80%,6.30%,0.30%
"Barnes County, ND",Mar-21,$160K,-7.80%,23.40%,12,71.40%,1100.00%,7,-30.00%,-12.50%,31,-11.40%,-27.90%,107,-21,-42,98.40%,2.60%,2.10%
"Barnes County, ND",Apr-21,$103K,-35.80%,-20.70%,9,-25.00%,12.50%,15,114.30%,150.00%,37,19.40%,-9.80%,65,-42,-40,93.60%,-4.80%,-2.50%
"Barnes County, ND",May-21,$184K,78.60%,22.70%,7,-22.20%,-30.00%,10,-33.30%,-47.40%,40,8.10%,-16.70%,73,8,2,97.00%,3.30%,-0.20%
"Barnes County, ND",Jun-21,$205K,11.40%,53.60%,11,57.10%,0.00%,16,60.00%,14.30%,43,7.50%,-14.00%,83,10,-6,97.70%,0.70%,0.90%
"Barnes County, ND",Jul-21,$198K,-3.30%,52.50%,14,27.30%,27.30%,13,-18.80%,85.70%,42,-2.30%,-4.50%,81,-2,11,98.80%,1.20%,4.10%
"Barnes County, ND",Aug-21,$145K,-26.90%,-20.80%,12,-14.30%,-20.00%,11,-15.40%,10.00%,42,0.00%,0.00%,62,-19,-26,97.60%,-1.20%,0.50%
"Barnes County, ND",Sep-21,$172K,18.60%,-15.70%,9,-25.00%,-25.00%,11,0.00%,57.10%,41,-2.40%,10.80%,68,6,-72,98.30%,0.70%,2.90%
"Barnes County, ND",Oct-21,$144K,-16.60%,-21.30%,13,44.40%,30.00%,12,9.10%,20.00%,39,-4.90%,8.30%,71,3,-40,99.10%,0.80%,6.70%
"Barnes County, ND",Nov-21,$214K,48.80%,-1.80%,10,-23.10%,100.00%,9,-25.00%,28.60%,38,-2.60%,0.00%,56,-15,6,98.40%,-0.70%,4.60%
"Barnes County, ND",Dec-21,$183K,-14.50%,63.90%,19,90.00%,72.70%,6,-33.30%,50.00%,24,-36.80%,-22.60%,72,16,-43,97.40%,-1.00%,1.80%
"Barnes County, ND",Jan-22,$165K,-9.90%,100.60%,8,-57.90%,14.30%,6,0.00%,-14.30%,23,-4.20%,-28.10%,109,37,-28,96.80%,-0.60%,7.40%
"Barnes County, ND",Feb-22,$180K,9.40%,3.40%,6,-25.00%,-14.30%,5,-16.70%,-50.00%,22,-4.30%,-37.10%,81,-28,-47,94.50%,-2.40%,-1.30%
"Barnes County, ND",Mar-22,$168K,-6.70%,4.70%,3,-50.00%,-75.00%,7,40.00%,0.00%,25,13.60%,-19.40%,66,-15,-41,98.40%,3.90%,0.00%
"Barnes County, ND",Apr-22,$145K,-14.00%,40.30%,6,100.00%,-33.30%,9,28.60%,-40.00%,26,4.00%,-29.70%,125,59,60,97.70%,-0.80%,4.00%
"Barnes County, ND",May-22,$103K,-28.70%,-44.00%,13,116.70%,85.70%,11,22.20%,10.00%,23,-11.50%,-42.50%,58,-67,-15,96.50%,-1.20%,-0.50%
"Barnes County, ND",Jun-22,$176K,70.40%,-14.40%,7,-46.20%,-36.40%,14,27.30%,-12.50%,28,21.70%,-34.90%,50,-8,-33,99.40%,2.90%,1.70%
