Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"Adams County, NE",Mar-14,$290K,,,1,,,14,,,37,,,478,,,100.00%,,
"Adams County, NE",Apr-14,$190K,-34.50%,,1,0.00%,,18,28.60%,,54,45.90%,,116,-362,,95.50%,-4.60%,
"Adams County, NE",May-14,$250K,31.60%,,1,0.00%,,28,55.60%,,81,50.00%,,90,-26,,96.90%,1.50%,
"Adams County, NE",Jun-14,$123K,-50.80%,,25,2400.00%,,23,-17.90%,,76,-6.20%,,64,-26,,93.80%,-3.10%,
"Adams County, NE",Jul-14,$129K,4.50%,,26,4.00%,,17,-26.10%,,69,-9.20%,,112,48,,94.60%,0.80%,
"Adams County, NE",Aug-14,$99K,-23.00%,,26,0.00%,,26,52.90%,,70,1.40%,,86,-26,,98.80%,4.30%,
"Adams County, NE",Sep-14,$95K,-4.00%,,24,-7.70%,,16,-38.50%,,65,-7.10%,,70,-16,,95.60%,-3.30%,
"Adams County, NE",Oct-14,$91K,-4.20%,,27,12.50%,,24,50.00%,,62,-4.60%,,64,-6,,92.00%,-3.60%,
"Adams County, NE",Nov-14,$113K,24.20%,,18,-33.30%,,20,-16.70%,,64,3.20%,,150,86,,93.20%,1.20%,
"Adams County, NE",Dec-14,$86K,-23.90%,,19,5.60%,,10,-50.00%,,55,-14.10%,,55,-95,,97.10%,3.90%,
"Adams County, NE",Jan-15,$107K,24.40%,,18,-5.30%,,16,60.00%,,53,-3.60%,,103,48,,92.00%,-5.10%,
"Adams County, NE",Feb-15,$128K,19.70%,,14,-22.20%,,24,50.00%,,63,18.90%,,92,-11,,94.30%,2.30%,
"Adams County, NE",Mar-15,$99K,-22.70%,-65.90%,21,50.00%,2000.00%,29,20.80%,107.10%,71,12.70%,91.90%,103,11,-375,94.90%,0.60%,-5.10%
"Adams County, NE",Apr-15,$135K,36.50%,-28.90%,25,19.00%,2400.00%,25,-13.80%,38.90%,71,0.00%,31.50%,57,-46,-59,97.30%,2.40%,1.80%
"Adams County, NE",May-15,$138K,1.80%,-45.00%,24,-4.00%,2300.00%,29,16.00%,3.60%,75,5.60%,-7.40%,74,17,-16,96.70%,-0.60%,-0.20%
"Adams County, NE",Jun-15,$130K,-5.80%,5.30%,30,25.00%,20.00%,26,-10.30%,13.00%,71,-5.30%,-6.60%,62,-12,-2,93.40%,-3.30%,-0.40%
"Adams County, NE",Jul-15,$108K,-17.00%,-16.40%,31,3.30%,19.20%,26,0.00%,52.90%,66,-7.00%,-4.30%,65,3,-47,95.70%,2.30%,1.10%
"Adams County, NE",Aug-15,$110K,2.30%,11.10%,17,-45.20%,-34.60%,20,-23.10%,-23.10%,68,3.00%,-2.90%,58,-7,-28,95.10%,-0.50%,-3.70%
"Adams County, NE",Sep-15,$107K,-2.70%,12.60%,26,52.90%,8.30%,21,5.00%,31.30%,63,-7.40%,-3.10%,99,41,29,95.10%,-0.10%,-0.50%
"Adams County, NE",Oct-15,$104K,-3.20%,13.80%,20,-23.10%,-25.90%,16,-23.80%,-33.30%,60,-4.80%,-3.20%,70,-29,6,97.00%,1.90%,5.00%
"Adams County, NE",Nov-15,$132K,27.50%,16.80%,13,-35.00%,-27.80%,12,-25.00%,-40.00%,59,-1.70%,-7.80%,118,48,-32,95.80%,-1.20%,2.60%
"Adams County, NE",Dec-15,$94K,-28.80%,9.30%,17,30.80%,-10.50%,16,33.30%,60.00%,58,-1.70%,5.50%,92,-26,37,97.20%,1.40%,0.10%
"Adams County, NE",Jan-16,$76K,-19.70%,-29.40%,12,-29.40%,-33.30%,14,-12.50%,-12.50%,60,3.40%,13.20%,90,-2,-13,97.50%,0.40%,5.50%
"Adams County, NE",Feb-16,$73K,-3.30%,-43.00%,5,-58.30%,-64.30%,14,0.00%,-41.70%,69,15.00%,9.50%,42,-48,-50,96.90%,-0.60%,2.60%
"Adams County, NE",Mar-16,$110K,50.70%,11.10%,18,260.00%,-14.30%,27,92.90%,-6.90%,77,11.60%,8.50%,94,52,-9,95.30%,-1.70%,0.40%
"Adams County, NE",Apr-16,$105K,-5.00%,-22.60%,22,22.20%,-12.00%,28,3.70%,12.00%,83,7.80%,16.90%,127,33,70,92.40%,-2.90%,-4.90%
"Adams County, NE",May-16,$81K,-22.50%,-41.10%,25,13.60%,4.20%,21,-25.00%,-27.60%,79,-4.80%,5.30%,77,-50,3,96.30%,3.90%,-0.50%
"Adams County, NE",Jun-16,$165K,103.70%,27.40%,29,16.00%,-3.30%,24,14.30%,-7.70%,75,-5.10%,5.60%,74,-3,12,96.20%,-0.10%,2.80%
"Adams County, NE",Jul-16,$100K,-39.40%,-7.00%,29,0.00%,-6.50%,18,-25.00%,-30.80%,63,-16.00%,-4.50%,86,12,21,96.40%,0.20%,0.70%
"Adams County, NE",Aug-16,$115K,15.00%,4.50%,25,-13.80%,47.10%,37,105.60%,85.00%,75,19.00%,10.30%,61,-25,3,95.10%,-1.30%,-0.10%
"Adams County, NE",Sep-16,$125K,8.70%,16.80%,25,0.00%,-3.80%,28,-24.30%,33.30%,79,5.30%,25.40%,60,-1,-39,96.10%,1.10%,1.10%
"Adams County, NE",Oct-16,$123K,-2.00%,18.30%,22,-12.00%,10.00%,21,-25.00%,31.30%,78,-1.30%,30.00%,69,9,-1,95.50%,-0.60%,-1.40%
"Adams County, NE",Nov-16,$114K,-6.90%,-13.60%,27,22.70%,107.70%,14,-33.30%,16.70%,65,-16.70%,10.20%,68,-1,-50,96.50%,1.00%,0.70%
"Adams County, NE",Dec-16,$110K,-3.50%,17.00%,29,7.40%,70.60%,15,7.10%,-6.30%,51,-21.50%,-12.10%,65,-3,-27,95.90%,-0.60%,-1.30%
"Adams County, NE",Jan-17,$116K,5.50%,53.60%,16,-44.80%,33.30%,11,-26.70%,-21.40%,46,-9.80%,-23.30%,73,8,-17,95.00%,-0.90%,-2.60%
"Adams County, NE",Feb-17,$98K,-15.50%,34.20%,7,-56.30%,40.00%,26,136.40%,85.70%,65,41.30%,-5.80%,159,86,117,92.90%,-2.10%,-4.10%
"Adams County, NE",Mar-17,$95K,-3.10%,-13.60%,22,214.30%,22.20%,26,0.00%,-3.70%,69,6.20%,-10.40%,73,-86,-21,96.10%,3.20%,0.80%
"Adams County, NE",Apr-17,$97K,2.10%,-7.20%,25,13.60%,13.60%,28,7.70%,0.00%,72,4.30%,-13.30%,69,-4,-58,94.20%,-1.90%,1.90%
"Adams County, NE",May-17,$132K,36.20%,63.10%,25,0.00%,0.00%,31,10.70%,47.60%,78,8.30%,-1.30%,76,7,-1,96.30%,2.10%,0.00%
"Adams County, NE",Jun-17,$130K,-1.60%,-21.20%,35,40.00%,20.70%,28,-9.70%,16.70%,71,-9.00%,-5.30%,64,-12,-10,97.90%,1.60%,1.70%
"Adams County, NE",Jul-17,$107K,-17.70%,7.00%,23,-34.30%,-20.70%,16,-42.90%,-11.10%,63,-11.30%,0.00%,70,6,-16,96.40%,-1.50%,0.00%
"Adams County, NE",Aug-17,$117K,9.30%,1.70%,19,-17.40%,-24.00%,25,56.30%,-32.40%,69,9.50%,-8.00%,65,-5,4,99.00%,2.60%,3.90%
"Adams County, NE",Sep-17,$91K,-22.60%,-27.60%,28,47.40%,12.00%,16,-36.00%,-42.90%,57,-17.40%,-27.80%,93,28,33,95.60%,-3.40%,-0.50%
"Adams County, NE",Oct-17,$98K,8.30%,-20.00%,16,-42.90%,-27.30%,14,-12.50%,-33.30%,56,-1.80%,-28.20%,77,-16,8,95.60%,0.00%,0.10%
"Adams County, NE",Nov-17,$130K,32.60%,14.00%,23,43.80%,-14.80%,14,0.00%,0.00%,47,-16.10%,-27.70%,81,4,13,95.90%,0.30%,-0.60%
"Adams County, NE",Dec-17,$102K,-21.50%,-7.30%,19,-17.40%,-34.50%,10,-28.60%,-33.30%,38,-19.10%,-25.50%,79,-2,14,95.10%,-0.80%,-0.80%
"Adams County, NE",Jan-18,$123K,20.10%,5.60%,10,-47.40%,-37.50%,22,120.00%,100.00%,50,31.60%,8.70%,54,-25,-19,97.40%,2.30%,2.50%
"Adams County, NE",Feb-18,$111K,-9.40%,13.30%,12,20.00%,71.40%,14,-36.40%,-46.20%,52,4.00%,-20.00%,78,24,-81,95.90%,-1.50%,3.00%
"Adams County, NE",Mar-18,$137K,23.40%,44.20%,16,33.30%,-27.30%,33,135.70%,26.90%,69,32.70%,0.00%,56,-22,-17,96.40%,0.50%,0.30%
"Adams County, NE",Apr-18,$115K,-16.40%,18.00%,14,-12.50%,-44.00%,30,-9.10%,7.10%,85,23.20%,18.10%,62,6,-7,96.00%,-0.40%,1.70%
"Adams County, NE",May-18,$118K,2.60%,-11.10%,28,100.00%,12.00%,19,-36.70%,-38.70%,75,-11.80%,-3.80%,71,9,-5,97.00%,1.00%,0.70%
"Adams County, NE",Jun-18,$135K,14.50%,3.50%,36,28.60%,2.90%,24,26.30%,-14.30%,63,-16.00%,-11.30%,68,-3,4,97.40%,0.40%,-0.50%
"Adams County, NE",Jul-18,$156K,15.70%,45.40%,22,-38.90%,-4.30%,26,8.30%,62.50%,66,4.80%,4.80%,72,4,2,95.10%,-2.30%,-1.30%
"Adams County, NE",Aug-18,$127K,-18.40%,8.60%,30,36.40%,57.90%,30,15.40%,20.00%,67,1.50%,-2.90%,65,-7,0,97.20%,2.20%,-1.80%
"Adams County, NE",Sep-18,$121K,-4.70%,33.70%,18,-40.00%,-35.70%,15,-50.00%,-6.30%,64,-4.50%,12.30%,60,-5,-33,96.10%,-1.10%,0.50%
"Adams County, NE",Oct-18,$110K,-9.00%,12.30%,19,5.60%,18.80%,22,46.70%,57.10%,67,4.70%,19.60%,68,8,-9,97.40%,1.30%,1.80%
"Adams County, NE",Nov-18,$165K,49.90%,26.90%,24,26.30%,4.30%,19,-13.60%,35.70%,62,-7.50%,31.90%,55,-13,-26,96.80%,-0.60%,0.90%
"Adams County, NE",Dec-18,$109K,-34.10%,6.60%,18,-25.00%,-5.30%,9,-52.60%,-10.00%,53,-14.50%,39.50%,73,18,-6,94.70%,-2.10%,-0.40%
"Adams County, NE",Jan-19,$86K,-20.90%,-29.80%,13,-27.80%,30.00%,17,88.90%,-22.70%,57,7.50%,14.00%,62,-11,8,95.50%,0.80%,-1.90%
"Adams County, NE",Feb-19,$94K,9.30%,-15.30%,14,7.70%,16.70%,13,-23.50%,-7.10%,56,-1.80%,7.70%,93,31,15,94.50%,-1.10%,-1.40%
"Adams County, NE",Mar-19,$103K,9.00%,-25.20%,18,28.60%,12.50%,20,53.80%,-39.40%,57,1.80%,-17.40%,109,16,53,94.90%,0.40%,-1.50%
"Adams County, NE",Apr-19,$170K,65.90%,48.50%,23,27.80%,64.30%,30,50.00%,0.00%,64,12.30%,-24.70%,99,-10,37,97.30%,2.40%,1.40%
"Adams County, NE",May-19,$122K,-28.50%,3.40%,31,34.80%,10.70%,27,-10.00%,42.10%,60,-6.30%,-20.00%,66,-33,-5,97.40%,0.00%,0.40%
"Adams County, NE",Jun-19,$117K,-4.10%,-13.40%,28,-9.70%,-22.20%,44,63.00%,83.30%,77,28.30%,22.20%,66,0,-2,98.10%,0.70%,0.70%
"Adams County, NE",Jul-19,$140K,20.20%,-10.00%,30,7.10%,36.40%,19,-56.80%,-26.90%,66,-14.30%,0.00%,61,-5,-11,98.70%,0.50%,3.60%
"Adams County, NE",Aug-19,$113K,-19.30%,-11.10%,33,10.00%,10.00%,10,-47.40%,-66.70%,43,-34.80%,-35.80%,58,-3,-7,96.80%,-1.80%,-0.40%
"Adams County, NE",Sep-19,$145K,27.90%,19.40%,24,-27.30%,33.30%,20,100.00%,33.30%,39,-9.30%,-39.10%,85,27,25,98.60%,1.80%,2.40%
"Adams County, NE",Oct-19,$167K,15.60%,51.70%,16,-33.30%,-15.80%,14,-30.00%,-36.40%,36,-7.70%,-46.30%,68,-17,0,97.30%,-1.20%,-0.10%
"Adams County, NE",Nov-19,$90K,-46.10%,-45.50%,11,-31.30%,-54.20%,8,-42.90%,-57.90%,33,-8.30%,-46.80%,44,-24,-11,89.90%,-7.40%,-6.90%
"Adams County, NE",Dec-19,$158K,75.00%,44.80%,14,27.30%,-22.20%,14,75.00%,55.60%,34,3.00%,-35.80%,87,43,14,96.50%,6.60%,1.70%
"Adams County, NE",Jan-20,$95K,-39.50%,10.80%,10,-28.60%,-23.10%,13,-7.10%,-23.50%,37,8.80%,-35.10%,46,-41,-16,91.00%,-5.50%,-4.50%
"Adams County, NE",Feb-20,$102K,7.10%,8.50%,15,50.00%,7.10%,13,0.00%,0.00%,35,-5.40%,-37.50%,61,15,-32,95.50%,4.50%,1.00%
"Adams County, NE",Mar-20,$125K,22.50%,22.00%,9,-40.00%,-50.00%,25,92.30%,25.00%,51,45.70%,-10.50%,55,-6,-54,95.50%,-0.10%,0.60%
"Adams County, NE",Apr-20,$140K,12.00%,-17.60%,13,44.40%,-43.50%,13,-48.00%,-56.70%,49,-3.90%,-23.40%,75,20,-24,97.20%,1.70%,-0.20%
"Adams County, NE",May-20,$143K,1.80%,17.30%,16,23.10%,-48.40%,12,-7.70%,-55.60%,45,-8.20%,-25.00%,75,0,9,94.70%,-2.50%,-2.70%
"Adams County, NE",Jun-20,$140K,-1.80%,20.20%,25,56.30%,-10.70%,21,75.00%,-52.30%,42,-6.70%,-45.50%,76,1,10,97.90%,3.20%,-0.20%
"Adams County, NE",Jul-20,$160K,14.30%,14.30%,21,-16.00%,-30.00%,26,23.80%,36.80%,47,11.90%,-28.80%,47,-29,-14,98.00%,0.10%,-0.70%
"Adams County, NE",Aug-20,$153K,-4.40%,35.40%,10,-52.40%,-69.70%,11,-57.70%,10.00%,48,2.10%,11.60%,45,-2,-13,98.70%,0.70%,1.90%
"Adams County, NE",Sep-20,$148K,-3.30%,2.40%,28,180.00%,16.70%,17,54.50%,-15.00%,37,-22.90%,-5.10%,66,21,-19,97.30%,-1.40%,-1.30%
"Adams County, NE",Oct-20,$170K,14.90%,1.80%,13,-53.60%,-18.80%,16,-5.90%,14.30%,40,8.10%,11.10%,63,-3,-5,99.30%,2.00%,2.00%
"Adams County, NE",Nov-20,$150K,-11.80%,66.70%,15,15.40%,36.40%,10,-37.50%,25.00%,35,-12.50%,6.10%,61,-2,17,95.50%,-3.80%,5.60%
"Adams County, NE",Dec-20,$150K,-0.30%,-5.10%,16,6.70%,14.30%,15,50.00%,7.10%,34,-2.90%,0.00%,55,-6,-32,94.90%,-0.60%,-1.50%
"Adams County, NE",Jan-21,$103K,-31.40%,7.60%,6,-62.50%,-40.00%,15,0.00%,15.40%,43,26.50%,16.20%,63,8,17,96.50%,1.60%,5.50%
"Adams County, NE",Feb-21,$139K,35.10%,35.80%,16,166.70%,6.70%,9,-40.00%,-30.80%,36,-16.30%,2.90%,61,-2,0,99.30%,2.80%,3.70%
"Adams County, NE",Mar-21,$144K,3.60%,14.80%,16,0.00%,77.80%,23,155.60%,-8.00%,40,11.10%,-21.60%,71,10,16,96.70%,-2.60%,1.20%
"Adams County, NE",Apr-21,$155K,8.00%,10.70%,20,25.00%,53.80%,13,-43.50%,0.00%,35,-12.50%,-28.60%,63,-8,-12,98.40%,1.70%,1.30%
"Adams County, NE",May-21,$112K,-28.10%,-21.80%,18,-10.00%,12.50%,22,69.20%,83.30%,39,11.40%,-13.30%,51,-12,-24,101.00%,2.60%,6.30%
"Adams County, NE",Jun-21,$158K,41.60%,12.80%,18,0.00%,-28.00%,27,22.70%,28.60%,50,28.20%,19.00%,76,25,0,99.90%,-1.10%,2.00%
"Adams County, NE",Jul-21,$154K,-2.50%,-3.80%,20,11.10%,-4.80%,25,-7.40%,-3.80%,55,10.00%,17.00%,57,-19,10,99.30%,-0.60%,1.30%
"Adams County, NE",Aug-21,$175K,13.60%,14.40%,18,-10.00%,80.00%,20,-20.00%,81.80%,55,0.00%,14.60%,52,-5,7,99.80%,0.50%,1.10%
"Adams County, NE",Sep-21,$160K,-8.60%,8.10%,31,72.20%,10.70%,30,50.00%,76.50%,55,0.00%,48.60%,68,16,2,96.80%,-3.00%,-0.50%
"Adams County, NE",Oct-21,$145K,-9.40%,-14.70%,23,-25.80%,76.90%,25,-16.70%,56.30%,57,3.60%,42.50%,53,-15,-10,98.70%,1.90%,-0.60%
"Adams County, NE",Nov-21,$176K,21.00%,17.00%,18,-21.70%,20.00%,27,8.00%,170.00%,66,15.80%,88.60%,47,-6,-14,99.50%,0.80%,4.00%
"Adams County, NE",Dec-21,$175K,-0.30%,17.10%,36,100.00%,125.00%,23,-14.80%,53.30%,53,-19.70%,55.90%,71,24,16,95.40%,-4.20%,0.40%
"Adams County, NE",Jan-22,$133K,-24.00%,29.80%,24,-33.30%,300.00%,18,-21.70%,20.00%,46,-13.20%,7.00%,49,-22,-14,97.30%,1.90%,0.80%
"Adams County, NE",Feb-22,$202K,51.50%,45.50%,18,-25.00%,12.50%,21,16.70%,133.30%,49,6.50%,36.10%,52,3,-9,100.20%,2.80%,0.90%
"Adams County, NE",Mar-22,$174K,-13.90%,20.90%,26,44.40%,62.50%,43,104.80%,87.00%,66,34.70%,65.00%,53,1,-18,98.20%,-2.00%,1.50%
"Adams County, NE",Apr-22,$176K,1.40%,13.50%,37,42.30%,85.00%,37,-14.00%,184.60%,66,0.00%,88.60%,52,-1,-11,96.90%,-1.20%,-1.50%
"Adams County, NE",May-22,$202K,14.80%,81.20%,26,-29.70%,44.40%,40,8.10%,81.80%,81,22.70%,107.70%,49,-3,-2,99.90%,3.00%,-1.10%
"Adams County, NE",Jun-22,$191K,-5.70%,20.70%,40,53.80%,122.20%,29,-27.50%,7.40%,70,-13.60%,40.00%,50,1,-26,99.60%,-0.30%,-0.20%
"Adams County, NE",Jul-22,$178K,-6.80%,15.30%,32,-20.00%,60.00%,45,55.20%,80.00%,83,18.60%,50.90%,57,7,0,97.90%,-1.80%,-1.40%
"Adams County, NE",Aug-22,$173K,-2.80%,-1.40%,34,6.30%,88.90%,32,-28.90%,60.00%,80,-3.60%,45.50%,45,-12,-7,98.00%,0.20%,-1.80%
"Adams County, NE",Sep-22,$197K,14.30%,23.30%,36,5.90%,16.10%,27,-15.60%,-10.00%,71,-11.30%,29.10%,55,10,-13,97.70%,-0.30%,0.90%
"Adams County, NE",Oct-22,$150K,-24.00%,3.40%,28,-22.20%,21.70%,26,-3.70%,4.00%,69,-2.80%,21.10%,57,2,4,95.30%,-2.40%,-3.40%
"Adams County, NE",Nov-22,$166K,10.70%,-5.40%,28,0.00%,55.60%,34,30.80%,25.90%,73,5.80%,10.60%,64,7,17,95.80%,0.50%,-3.80%
"Adams County, NE",Dec-22,$167K,0.30%,-4.90%,28,0.00%,-22.20%,11,-67.60%,-52.20%,52,-28.80%,-1.90%,46,-18,-25,98.30%,2.50%,2.90%
"Adams County, NE",Jan-23,$195K,17.10%,46.60%,15,-46.40%,-37.50%,24,118.20%,33.30%,45,-13.50%,-2.20%,63,17,14,95.60%,-2.70%,-1.70%
"Adams County, NE",Feb-23,$160K,-17.90%,-20.60%,17,13.30%,-5.60%,11,-54.20%,-47.60%,29,-35.60%,-40.80%,35,-28,-17,94.90%,-0.80%,-5.30%
"Adams County, NE",Mar-23,$140K,-12.50%,-19.30%,19,11.80%,-26.90%,40,263.60%,-7.00%,40,37.90%,-39.40%,16,-19,-37,98.80%,3.90%,0.60%
"Adams County, NE",Apr-23,$195K,39.30%,10.80%,21,10.50%,-43.20%,25,-37.50%,-32.40%,34,-15.00%,-48.50%,14,-2,-38,95.10%,-3.70%,-1.90%
"Adams County, NE",May-23,$228K,16.70%,12.60%,34,61.90%,30.80%,26,4.00%,-35.00%,19,-44.10%,-76.50%,11,-3,-38,98.70%,3.70%,-1.20%
"Adams County, NE",Jun-23,$176K,-22.60%,-7.60%,41,20.60%,2.50%,46,76.90%,58.60%,31,63.20%,-55.70%,14,3,-36,97.80%,-0.90%,-1.90%
"Adams County, NE",Jul-23,$168K,-4.80%,-5.60%,30,-26.80%,-6.30%,29,-37.00%,-35.60%,34,9.70%,-59.00%,12,-2,-45,98.50%,0.70%,0.70%
"Adams County, NE",Aug-23,$210K,25.40%,21.70%,30,0.00%,-11.80%,39,34.50%,21.90%,37,8.80%,-53.80%,13,1,-32,99.20%,0.70%,1.20%
"Adams County, NE",Sep-23,$180K,-14.30%,-8.70%,30,0.00%,-16.70%,30,-23.10%,11.10%,38,2.70%,-46.50%,8,-5,-47,98.00%,-1.20%,0.30%
"Adams County, NE",Oct-23,$200K,11.10%,33.30%,32,6.70%,14.30%,27,-10.00%,3.80%,40,5.30%,-42.00%,13,5,-44,98.70%,0.70%,3.40%
"Adams County, NE",Nov-23,$204K,1.80%,22.60%,25,-21.90%,-10.70%,25,-7.40%,-26.50%,46,15.00%,-37.00%,27,14,-37,95.30%,-3.40%,-0.50%
"Adams County, NE",Dec-23,$160K,-21.40%,-3.90%,17,-32.00%,-39.30%,20,-20.00%,81.80%,40,-13.00%,-23.10%,20,-7,-26,96.60%,1.30%,-1.70%
"Adams County, NE",Jan-24,$178K,11.20%,-8.70%,18,5.90%,20.00%,15,-25.00%,-37.50%,32,-20.00%,-28.90%,21,1,-42,102.70%,6.10%,7.10%
"Adams County, NE",Feb-24,$166K,-6.70%,3.80%,22,22.20%,29.40%,23,53.30%,109.10%,31,-3.10%,6.90%,62,41,27,92.60%,-10.20%,-2.30%
"Adams County, NE",Mar-24,$223K,34.00%,58.90%,22,0.00%,15.80%,34,47.80%,-15.00%,36,16.10%,-10.00%,15,-47,-1,96.90%,4.30%,-1.80%
"Adams County, NE",Apr-24,$187K,-16.00%,-4.10%,29,31.80%,38.10%,39,14.70%,56.00%,38,5.60%,11.80%,17,2,3,96.50%,-0.40%,1.50%
"Adams County, NE",May-24,$219K,17.10%,-3.70%,29,0.00%,-14.70%,38,-2.60%,46.20%,47,23.70%,147.40%,17,0,6,96.70%,0.20%,-2.00%
"Adams County, NE",Jun-24,$204K,-6.80%,15.90%,29,0.00%,-29.30%,31,-18.40%,-32.60%,54,14.90%,74.20%,11,-6,-3,97.20%,0.50%,-0.60%
"Adams, NE",Mar-12,$191K,,,1,,,2,,,3,,,235,,,97.90%,,
"Adams, NE",Apr-12,$21K,-89.00%,-12.50%,1,0.00%,-50.00%,1,-50.00%,0.00%,3,0.00%,-25.00%,288,53,-51,91.30%,-6.60%,7.00%
"Adams, NE",Jun-12,$29K,,-79.20%,1,,0.00%,2,,100.00%,6,,200.00%,58,,22,71.30%,,-26.70%
"Adams, NE",Jul-12,$110K,286.00%,,1,0.00%,,,,,5,-16.70%,,67,9,,84.90%,13.70%,
"Adams, NE",Sep-12,$79K,,-3.70%,1,,0.00%,1,,,5,,66.70%,175,,-151,98.90%,,16.80%
"Adams, NE",Nov-12,$74K,,130.40%,2,,100.00%,,,,4,,100.00%,161,,69,89.10%,,-10.90%
"Adams, NE",Dec-12,$80K,8.80%,,1,-50.00%,,,,,3,-25.00%,,183,22,,94.20%,5.20%,
"Adams, NE",May-13,$152K,,,1,,,1,,,4,,,52,,,96.30%,,
"Adams, NE",Jun-13,$56K,-63.20%,96.50%,1,0.00%,0.00%,1,0.00%,-50.00%,4,0.00%,-33.30%,90,38,32,89.60%,-6.70%,18.40%
"Adams, NE",Sep-13,$103K,,29.70%,2,,100.00%,1,,0.00%,4,,-20.00%,55,,-120,87.00%,,-11.90%
"Adams, NE",Oct-13,$93K,-9.80%,,1,-50.00%,,,,,1,-75.00%,,128,73,,93.00%,6.00%,
"Adams, NE",Jan-14,$48K,,,1,,,,,,1,,,239,,,86.40%,,
"Adams, NE",May-14,$42K,,-72.50%,2,,100.00%,2,,100.00%,3,,-25.00%,309,,257,87.30%,,-9.00%
"Adams, NE",Jun-14,$17K,-59.30%,-69.60%,1,-50.00%,0.00%,1,-50.00%,0.00%,3,0.00%,-25.00%,30,-279,-60,68.00%,-19.30%,-21.60%
"Adams, NE",Sep-14,$85K,,-17.60%,4,,100.00%,2,,100.00%,5,,25.00%,62,,7,86.40%,,-0.60%
"Adams, NE",Oct-14,$88K,4.10%,-4.90%,3,-25.00%,200.00%,,,,2,-60.00%,100.00%,61,-1,-67,91.40%,5.00%,-1.60%
"Adams, NE",Nov-14,$65K,-26.10%,,1,-66.70%,,,,,1,-50.00%,,159,98,,93.50%,2.10%,
"Adams, NE",Apr-15,$70K,,,1,,,2,,,3,,,61,,,100.00%,,
"Adams, NE",Jun-15,$52K,,205.90%,1,,0.00%,,,,4,,33.30%,20,,-10,99.00%,,31.00%
"Adams, NE",Aug-15,$470K,,,1,,,1,,,4,,,135,,,96.10%,,
"Adams, NE",Oct-15,$132K,,50.00%,1,,-66.70%,,,,2,,0.00%,67,,6,82.80%,,-8.60%
"Adams, NE",Nov-15,$136K,3.00%,109.20%,1,0.00%,0.00%,,,,1,-50.00%,0.00%,38,-29,-121,95.80%,13.00%,2.20%
"Adams, NE",Mar-16,$35K,,,1,,,1,,,2,,,337,,,70.40%,,
"Adams, NE",Apr-16,$119K,243.50%,69.30%,1,0.00%,0.00%,1,0.00%,-50.00%,2,0.00%,-33.30%,63,-274,2,97.90%,27.50%,-2.10%
"Adams, NE",May-16,$147K,24.20%,,1,0.00%,,1,0.00%,,2,0.00%,,52,-11,,98.20%,0.30%,
"Adams, NE",Jun-16,$79K,-46.40%,51.80%,1,0.00%,0.00%,1,0.00%,,2,0.00%,-50.00%,55,3,35,105.00%,6.80%,6.00%
"Adams, NE",Jul-16,$145K,83.60%,,1,0.00%,,,,,1,-50.00%,,94,39,,96.70%,-8.30%,
"Adams, NE",Aug-16,$185K,27.60%,-60.60%,1,0.00%,0.00%,,,,,,,42,-52,-93,100.00%,3.30%,3.90%
"Adams, NE",Dec-16,$257K,,,1,,,,,,,,,63,,,100.80%,,
"Adams, NE",Mar-17,$340K,,885.50%,1,,0.00%,1,,0.00%,3,,50.00%,54,,-283,97.20%,,26.80%
"Adams, NE",May-17,$137K,,-7.30%,2,,100.00%,1,,0.00%,2,,0.00%,114,,62,91.90%,,-6.30%
"Adams, NE",Jul-17,$113K,,-22.40%,1,,0.00%,,,,,,,70,,-24,90.00%,,-6.70%
"Adams, NE",Sep-17,$495K,,,1,,,,,,,,,51,,,99.00%,,
"Adams, NE",Apr-18,$88K,,,1,,,1,,,3,,,161,,,97.80%,,
"Adams, NE",May-18,$102K,15.90%,-25.30%,1,0.00%,-50.00%,,,,2,-33.30%,0.00%,221,60,107,97.10%,-0.60%,5.30%
"Adams, NE",Jul-18,$95K,,-16.00%,2,,100.00%,3,,,3,,,117,,47,94.00%,,4.00%
"Adams, NE",Sep-18,$271K,,-45.40%,2,,100.00%,2,,,3,,,68,,17,95.70%,,-3.30%
"Adams, NE",Oct-18,$76K,-71.90%,,1,-50.00%,,1,-50.00%,,3,0.00%,,29,-39,,85.40%,-10.30%,
"Adams, NE",Dec-18,$104K,,,2,,,1,,,3,,,118,,,99.30%,,
"Adams, NE",Jun-19,$223K,,,2,,,1,,,2,,,85,,,96.30%,,
"Adams, NE",Jul-19,$209K,-5.90%,121.60%,1,-50.00%,-50.00%,1,0.00%,-66.70%,2,0.00%,-33.30%,65,-20,-52,99.80%,3.50%,5.70%
"Adams, NE",Aug-19,$216K,2.90%,,1,0.00%,,,,,1,-50.00%,,56,-9,,100.20%,0.40%,
"Adams, NE",Sep-19,$225K,4.40%,-16.80%,1,0.00%,-50.00%,,,,,,,49,-7,-19,100.00%,-0.20%,4.30%
"Adams, NE",Apr-20,$147K,,,3,,,1,,,,,,7,,,98.10%,,
